,comment,nhelpful,unixtime,work,flags,user,stars,time,user_encoded,work_encoded,review_date,year,month,time_decay,adjusted_stars,final_stars
500,"The book begins with a woman on a plane going to visit her mother whom she hasn't seen in thirty-five years. She then flashes back to the summer she was twelve and Jasmine Johnson moved in next door. She is a charasmatic character and the family begins to unravel.
The writing was great as seen through the eyes of a twelve-year-old. ",0,1185235200.0,9492739,[],DSlongwhite,4.0,"Jul 24, 2007",6626,487478,2007-07-24,2007,7,0.0,0.0,2.0
501,"This book is very sad story.But I learned tragedy of the war.
Jojo became alone because his family was klled in the war.But he was helped by photographer.Then, Jojo saw unknowing world... ",0,1210550400.0,2982564,[],nappa,3.5,"May 12, 2008",65116,265272,2008-05-12,2008,5,0.0,0.0,1.75
502,Camping with Barbie in scenic Wyoming is an adventure for Stacie and her friends. But rumors of the legendary Clawman creature starts making everyone jittery.,0,1259452800.0,3548726,['not_a_review'],hgcslibrary,4.0,"Nov 29, 2009",48211,292082,2009-11-29,2009,11,0.0,0.0,2.0
503,Read review here: http://thevegbrarian.blogspot.ca/2012/09/william-styrons-darkness-visible-memoir... ,0,1348617600.0,7488,[],leahdawn,5.0,"Sep 26, 2012",57280,419826,2012-09-26,2012,9,0.0,0.0,2.5
504,"Moose and his family move to Alcatraz where his dad works as an electrician and a guard. Moose's sister Natalie has autism (undiagnosed)and they have moved there to be closer to a school they hopes she can get in. The books tells about life on Alcatraz, the family coping with Natalie, and growing up. ",0,1176336000.0,189748,[],peggyar,4.0,"Apr 12, 2007",67945,208305,2007-04-12,2007,4,0.0,0.0,2.0
505,"Loved the chapter on ""The Evolution of Social Medicine"" There are now 5th and 6th editions; each edition has different content. ",0,1344556800.0,2855198,[],vegetarian,5.0,"Aug 10, 2012",80555,259261,2012-08-10,2012,8,0.0,0.0,2.5
506,"This is a book that I decided to read even though it had many bad reviews. And, I'm glad I did. Crichton never disappoints, even with genres he never writes about. I have never read books about pirates. Nor do they interest me. But, Crichton has ignited a new interest about pirates that I have grown to like. Contrary to what many said, this book does not have a Pirates of the Caribbean feel to it. Nor, did it feel like a Disney film. In fact, it had a realistic, almost historic feel to it unlike the fake and unrealistic scenes often found in Pirates of the Caribbean, which I didn't like. I really grew to like Captain Hunter. And, even though he and his motley crew of pirateers were the unruly and lawless bad guys, I actually rooted for them throughout their whole adventure all the way to the end. They grew on me. So, if you like history, adventure, and want to read about the other side of history you rarely hear about, then this book is for you. ",0,1368662400.0,8287115,[],gdill,5.0,"May 16, 2013",46046,446171,2013-05-16,2013,5,0.0,0.0,2.5
507,"Just could not get into it. There were moments of lovely prose, but not enough to knit into an entire book. Ultimately I was bored. Sometimes the mundane is just mundane.",0,1349740800.0,12077825,[],GirlMisanthrope,4.0,"Oct 9, 2012",9941,82721,2012-10-09,2012,10,0.0,0.0,2.0
508,"The 2005 set of World Book is certainly an outdated set. Maps and photographs are dated as are articles on technology, medicine, and world events such as the various conflicts taking place and the information on world leaders. Nevertheless the majority of information is well covered and includes sufficient photographs and maps to help students with comprehension. The information is well laid out, easy to navigate, and includes comprehensive bibliographies. As far as the printed version of World Book goes I feel that this is a high-quality publication with accurate information in an attractive package. If I had access to an up to date edition Im sure it would garner a higher recommendation. ",0,1288656000.0,11763954,[],pbamy,3.0,"Nov 2, 2010",67773,69813,2010-11-02,2010,11,0.0,0.0,1.5
509,"A fun version of the Gingerbread Man. Kids love shouting, ""Stop that Pickle!""",0,1128297600.0,7249458,[],ht_storytime,4.0,"Oct 3, 2005",48771,415850,2005-10-03,2005,10,0.0,0.0,2.0
510,"1482 Jefferson and The Ordeal of Liberty: Jefferson and His Time Volume Three, by Dumas Malone (read 1 Apr 1978) This volume takes Jefferson up to his election as President--to Feb 18, 1801. to be exact. During the nine years covered by this volume, Jefferson was in retirement from the end of 1793 till he assumed the Vice-Presidency in 1797. In Jefferson's times the campaigns are dispatched in a few paragraphs. He did next to nothing in the campaigns of 1796 and 1800 and so those campaigns take little space in this volume. These volumes are satisfactory reading. ",0,1231977600.0,3290465,[],Schmerguls,3.5,"Jan 15, 2009",23647,280561,2009-01-15,2009,1,0.0,0.0,1.75
511,I remember reading this book when I was younger. It was also the first book to make me cry. This is a great story and I remember it to this day. Ghost Horse made me want to read more growing up and I'm glad I did read it. ,0,1335052800.0,166474,[],alicensweetbottom,3.0,"Apr 22, 2012",29700,191323,2012-04-22,2012,4,0.0,0.0,1.5
512,"Mildy amusing in places, but not really worth the read. Some essays came with some poor illustrations, others didn't. It was very short, with samples of other ebooks by the author. The overall product is garbled and feels hastily put together. ",0,1305763200.0,11278063,[],martensgirl,1.5,"May 19, 2011",60889,51681,2011-05-19,2011,5,0.0,0.0,0.75
513,"In a search for more Amish fiction, I found this book by putting in Cindy Woodsmall's name. I enjoyed this look at many aspects of life by both the Amish author, Miriam Flaud and the well-known Amish fiction writer, Cindy Woodsmall. All though a lot of it was about mothering which doesn't apply to me (except that I had one,) I still enjoyed their points of view and realized Amish and ""English"" Christians are both varied and similar in their walk with God. Although I could have finished it in a few days, I chose to read just one or two chapters a day to make it like a devotional while reading other books at other times. ",0,1336003200.0,10896243,[],eliorajoy,4.5,"May 3, 2012",43341,34481,2012-05-03,2012,5,0.0,0.0,2.25
514,Hmm. I really don't know what to day about this one. It was like watching a train wrieck. I mortified by some of it and enthralled by the rest. I didn't want to put it down because I wanted to see how much more horrific it could get. Does that make it good or bad? I still haven't decided. ,0,1195516800.0,4159395,[],klarsenmd,3.5,"Nov 20, 2007",55578,317234,2007-11-20,2007,11,0.0,0.0,1.75
515,"Personalment una mica decebuda. Sincopat, amb escenes molt forades i un s excessiu del Deus ex machina. El final t tot l'aspecte de no haver-se sabut resoldre, bevent dels tpics. En general, intens per massa evident. Tot i aix, sempre s entretingut contemplar aquest gnere des de paisatges coneguts. ",0,1268352000.0,9685108,[],BlancaOller,2.0,"Mar 12, 2010",3640,494512,2010-03-12,2010,3,0.0,0.0,1.0
516,"A great collection of spine-tingling short stories all 
wrapped in a larger story that has a great twist at the very end..... ",0,1212105600.0,3602815,[],gothydevil,5.0,"May 30, 2008",46840,294607,2008-05-30,2008,5,0.0,0.0,2.5
517,"Storm Boy features spectacular artwork and a wonderfully executed story, delivered with a thorough understanding of the Pacific Northwest native culture that informs it. Paul Owen Lewis has artfully captured the magic inherent to Northwest native myths, and the helpful ""Author's Note"" at the end of the book does a great job of placing this brief story in a larger historical and mythological context. A perfect read all-around. ",0,1281225600.0,1072595,[],dr_zirk,5.0,"Aug 8, 2010",42117,27864,2010-08-08,2010,8,0.0,0.0,2.5
518,"Sergent First Class Jerry Zinsser was a decorated hero, who after rehabilitation, was assigned to Sergent Major Eric Moyer's team as his new surveillance specialist. Moyer's Special Operations unit has been assigned to track down an Egyptian terrorist that uses women suicide bombers to fulfill his ""contract"" with a Mexican drug Lord. Zinsser, who struggles with hidden demons, tries his best to be an asset to the team, but instead, may put the whole team at risk.
If you only read one book this year, Blaze of Glory should be the one. Written by Major Jeff Struecker, (one of the heroes featured in Black Hawk Down), this book kept me on pins and needles throughout the whole story. It was so realistic I had to keep telling myself it's fiction. The characters were amazing and have left such an impression that won't easily be forgotten. The situations the team dealt with were terrifying, and I had to remind myself to breathe at times. This military thriller is most definitely a real page-turner that held me spell-bound in its clutches from the first chapter. This is truly one of the best books I've ever read. Major Jeff Struecker is one author that should be noticed and put on everyone's to-watch list. His gripping realism has left me awestruck and I can't wait to read more of his work! ",0,1262908800.0,9363202,[],tweezle,5.0,"Jan 8, 2010",79933,483351,2010-01-08,2010,1,0.0,0.0,2.5
519,"This is the fourth (sixth) in the series, with stories about summer and new people and places. The book starts with Akari narrating that it is her second summer on Aqua, thus a full year of story-time has passed since AQUA Volume 2.
As is typical with the Tokyopop editions, many drawings suffer for not being in full-color, as originally published in MAG GARDEN, and it's a bit strange to not have honorifics after hearing them all the time in the radio dramas and anime, but the charm of ARIA and Kozue Amano's drawings and story still shine through.
This isn't necessarily my favorite of the volumes I've read so far, but I think it's because in each of the five Navigations, Akari is meeting someone new or going to a new place, so there's an introductory feel instead of the established settings and characters (not that we don't have the usual Neo-Venezia or cast, but the feel is a bit off). Nonetheless, part of the charm of ARIA is Akari's encounters with new people and places, and the joy of it all, so I still quite like this volume, even if it isn't my favorite.
Navigation 16 (""Neverland"") is about a day of play, when Alicia and Akira invite Akari, Aika, and Alice to a hidden cove for a break from their training. Akari swims in the ocean for the first time, and we all learn that happiness can be found anywhere. (Isn't that a main theme for the series?)
Navigation 17 (""Traveling Water"") has some supernatural elements to it, which are always a little odd but fitting in this setting. It is the very hottest part of summer, and Akari notices a mirage on the water. When she goes into town to buy a night chime (see the second volume of AQUA for the first time she buys one), she finds mirages on the streets, too, and decides to enter a dark caf to rest from the intense heat. But the caf is part of a mirage, too? Somehow, the mood and pace of this chapter really seemed to fit the hot summer day, and though I read it in November, I could easily remember similar July days when the heat was unbearable and everything seemed to move so slowly. 
Navigation 18 (""Flying Fish in the Sky"") introduces the fourth occupation that is vital to the Neo-Venezia economy (apparently?). At least, it's the fourth one with a mythological name - as with the Undines (gondoliers and the representatives of Neo-Venezia to tourists), Salamanders (climate control), and Gnomes (gravity control), the air-bike riding couriers are known as Sylphs. Akari meets Woody, who is apparently an expy from Amano's work Roman Club (even his bike reads ""Roman"" on the side) and is a bit of an airheaded clutz. But he's also great fun and warm-hearted and when he loses his map, Akari and President Aria go with him on a delivery, in order to help him find his way.
The two-page spread of Neo-Venezia as seen from the sky is one of the best parts of Navigation 18. It's a really neat illustration, though I worry whenever I see it that President Aria's grip on Akari is about to fail, and he'll be falling down down down to the water.
In Navigation 19 (""The Legendary Major Fairy""), Akari, Aika, and Alice visit ""Grandmother"", a retired Undine who established Aria Company, and who is known as the best Undine ever. Aika believes that they are paying the visit in order to learn how to become primas, but Grandma just wants them to enjoy themselves. As with Navigation 16, the final lesson Grandma gives in this chapter is probably one that's applicable to the entire series - one must enjoy one's work and have fun doing it in order to do it well.
The final chapter, Navigation 20 (""The Redentore""), brings the entire cast together in one of the first real tests of the three trainees' skills as hostesses. They must prepare a boat, the refreshments, and the entertainment for seven people for the Redentore, which is a night in the summer when everyone goes out on boats to party, and then watch the fireworks over the water. I'm not as fond of this chapter as others, because it feels a bit too crowded, like there wasn't really enough time spent showing how the girls did their preparations. Also, the fact that Akatsuki, Al, and Woody were all old friends seemed a bit too convenient for me, though I don't mind it. It's just something that added to the way the chapter didn't work for me. ",0,1259539200.0,5543402,[],keristars,4.0,"Nov 30, 2009",54894,368326,2009-11-30,2009,11,0.0,0.0,2.0
520,Another very typical love story.,0,1362268800.0,9200472,[],melsmarsh,4.0,"Mar 3, 2013",61994,477194,2013-03-03,2013,3,0.0,0.0,2.0
521,http://www.ladocumentationfrancaise.fr/catalogue/9782110043986/index.shtml ,0,1191369600.0,4029314,[],csteff,4.0,"Oct 3, 2007",39439,312004,2007-10-03,2007,10,0.0,0.0,2.0
522,"i felt i was walking the trails with him. Scott adds his poetic voice to his travel, spiritual narrative. As a non-Orthodox Christian, it provided me a glimpse of what ""goes on inside of Mt. Athos."" I wanna go! ",0,1216598400.0,1573124,[],disneypope,5.0,"Jul 21, 2008",41509,184304,2008-07-21,2008,7,0.0,0.0,2.5
523,"This ""coffee table"" book is well charted with each year having about four pages of its own;.It taught me that I am not attracted to Hollywood's award=winning movies. I have seen maybe half a score all the way through of those listed from 1926 through 1985. I like the artwork included, and really do not know why I just don't give it five stars because it did what i wanted it to. oh heck. I'll do it! ",0,1303948800.0,1607280,[],andyray,5.0,"Apr 28, 2011",30627,186846,2011-04-28,2011,4,0.0,0.0,2.5
524,"The second book in the Emerald O'Brien saga follows the difficulties that arise in her relationship with Andrew and her friendship with Joe, a younger, hot Chief of EMTs. And of course we see Emerald dealing with the challenges of single motherhood.
This story follows a lovely jade dragon Emerald acquires via tragic circumstances. As a result things in her life seem to go haywire. Her shop is robbed, her home is vandalized and then robbed as well as other assorted bizarre incidents. 
She is also very leery of Oliver, Mrs. Trask's newly paroled nephew who just seem to give off a negative vibe.
To me, the mystery is backdrop against which I got to spend some more time with Emerald and her family. I like these characters. They're not perfect but they are likable. And the story behind the jade dragon is interesting too.
I found this book to be an easy read and I'll probably end up re-reading it one of these day. It's not overly dark or scary but it has a nice blend of humor, mystery and drama that keeps the story moving along. ",0,1266451200.0,95389,[],drlake66,4.0,"Feb 18, 2010",42301,489025,2010-02-18,2010,2,0.0,0.0,2.0
525,"Started off with a flourish, ended with a hamfisted bore fest designed to put the reader to sleep. Worth reading in my opnion for the first chapter on Hawaii - which was excellent. The rest deviated onto weird incredibly boring side tangents filled with plenty of pedestal mounted preaching. ",0,1194912000.0,787363,[],jmcclain19,2.5,"Nov 13, 2007",52022,431355,2007-11-13,2007,11,0.0,0.0,1.25
526,"***Listened to audiobook***
Recommended Ages: Gr. 3-7
Plot Summary: Evan and his sister Jessie have had a great summer, up until now. With only 5 days left, a letter from the school arrives in the mail. It explains that Jessie and Evan will be in the same 4th grade class because they don't have enough students to split them up. Normally, that wouldn't be a problem. Evan loves hanging out with Jessie. But Jessie is skipping third grade and Evan is worried that everyone is going to realize his younger sister is smarter than him. So with only five days left of summer, Evan is grouchy. Jessie doesn't understand what is making Evan so upset. And she is even more confused when he discards her idea to have a lemonade stand but then has SS over for one. She decides to have a lemonade stand with Megan Moriarty, a 4th grader, so that she can show Evan how much fun she is having and he'll come over and join them. Only it doesn't work like that. Evan sees the lemonade stand and is furious that his sister is trying to be better than him,. A war is on. They bet that whoever can make $100 before the fireworks show on the last day of summer break wins. The other person has to give their money to the winner, so that would be Evan's iPod fund or Jessie's charity of choice. They each use creative methods to make money, but who will be the winner? 
Setting: suburb relatively close to a beach (took 2.5 hours to get to beach with crazy traffic)
Characters:
Evan Treski - 10 y/o, going into 4th grade, Evan and Jessie made a spit pact to not fight in front of their mom because they didn't want to see her upset, struggles with math and other school subjects but is better with people, has 3 good guy friends
Jessie Treski - 8 y/o, Evan's little sister, doesn't understand feelings and has Evan explain what people might be thinking but is ridiculously smart in math
Mrs. Treski - works in her attic office all the time but her job is not explained, divorced her ex a few years ago after a lot of fighting
Megan Moriarty - same grade as Evan, asks about him all the time but in a friendly not annoying way
SS - can't remember exact name, same grade as Evan, a jerk who ends up hanging out with Evan every once in a while
Recurring Themes: skip grade, math, feelings, anger, sibling rivalry, summer break, business models
Controversial Issues: none that I can remember (maybe one crap?)
Personal Thoughts: This is a good example of sibling rivalry but in a nice way. Even when they are mad at each other, they still stop to consider the other person and they miss the other sibling. It had more of a happy tone even when they were fighting because I understood the love was there too. Overall, I liked this book. Good character development, I liked the math and the business models. I don't truly believe a school would let a second grader skip to 4th grade if she had such a hard time reading people's emotions, but it was easy enough to forget that little detail and pay attention to the story.
Genre: realistic fiction (math)
Pacing: fast-medium, not long lasting suspense but story moves quickly, didn't see book to know how math equations are laid out on a page
Characters: very well developed except I wanted to know more about their mom's job
Frame: math is laid out to relate to real life, helps to be familiar with math, might be more likely to teach how math relates to real life and general tips to solve math problem (ie. draw a picture but doesn't explain how) rather than how to set up and solve every problem
Storyline:
Activity: make lemonade, lemonade stand games online, business models ",0,1376524800.0,2805774,[],pigeonlover,5.0,"Aug 15, 2013",68436,256998,2013-08-15,2013,8,0.6333333333333333,3.1666666666666665,4.083333333333333
527,"How many times have we, in real life, been put in a position where we are competing with another person and it is someone that we really don't like? Well, that's what happens here. Haley Powell, to make a few extra dollars agrees to write the food and recipe column at the newspaper where she works. Her former friend, Karen Applebaum, writes a similar column for the competing newspaper. So of course, they are at each other's throats especially when Karen steals Hayley's clam chowder recipe. Who else would the police think killed Karen with poisoned clam chowder but Hayley.
This was a fun little cozy mystery with LOL scenes like food fights, unique police interrogations, great characters, and yummy recipes including alcoholic beverages!
I look forward to the next one. ",0,1361923200.0,12240214,[],cyderry,4.0,"Feb 27, 2013",39785,93912,2013-02-27,2013,2,0.0,0.0,2.0
528,Scalzi probably right in retiring The Old Man's War universe (bar Zo's Tale) as the characters do seem to be running of steam. Enjoyable writing as usual though. ,0,1254009600.0,2403717,[],BjornFr,3.5,"Sep 27, 2009",3606,237451,2009-09-27,2009,9,0.0,0.0,1.75
529,"Funny hate letters, etc... reminds me of a book William F. Buckley recently published called Cancel Your Own Goddam Subscription: Notes and Asides from National Review. ",0,1330387200.0,1013552,[],BooksForDinner,3.0,"Feb 28, 2012",3977,5042,2012-02-28,2012,2,0.0,0.0,1.5
530,"At one point or another, most families move from one house to another or one town or another. Alexander's family is doing both. Needless to say, Alexander is not too happy about it. He doesn't want to leave all the things, people, and places that he already knows. But, over time, he realizes that a new town and a new home could become familiar over time and that he could love this new place, too. But... once he moves, he's never moving again (so he says!). 
This book is great for read-alouds in upper first grade and as indivdual or group reading for second or third. The words are easily recognizable, but there is a bit more text in this book than in books geared for beginning readers. Once again, Judith Viorst provides a book from a true child's perspective - one of fear, anger, frustration, stress, and then also of acceptance, maturity, and willingness to change. ",0,1251849600.0,94503,[],katiejanelewis,5.0,"Sep 2, 2009",54254,486043,2009-09-02,2009,9,0.0,0.0,2.5
531,"Large A-Z of perennial plants - more integrated than some of the older RHS which would separate illsutrations from text details.
In this encyclopedia each entry gives latin name and family, brief descrption, details on cultivation, propagation and problems as well as varities and cultivars. Illustrated with a limited number of photos. ",0,1319587200.0,11637770,[],ruric,4.0,"Oct 26, 2011",71962,64775,2011-10-26,2011,10,0.0,0.0,2.0
532,"Oooh, a cookbook. I got to review a cookbook. Yay for me! And an Italian cookbook at that. My hubby surprised me with a trip to Italy for my 39th birthday. I know why not my 40ieth, but hey! I got to go to Italy for two glorious food and art filled weeks. The food. The food. It was some of the best food I had ever eaten in my life; the best meal? Roast chicken. Can you imagine? All of Italian food before me and the best meal I had was a roast chicken. It was delicious. It was then that I discovered the key to good cooking; fresh, simple, local food. And I have tried to cook that way ever since.
The premise of Ms. Esposito's cookbook is just that - simple food using staples you have on hand. The recipes call for 5 ingredients (not counting salt, pepper, flour or oil) and come together very quickly. While I found some of the recipes to be extremely basic others where more intriguing. Each chapter starts with an short story and 5 tips relevent to the topic at hand; pasta, soup, sauce, etc.
The instructions are written in some of the recipes - including the cookie recipe I tested - for someone who has some cooking knowledge under their belt. You will see what I mean when I get to showing you my cookies. It doesn't mean a novice couldn't make these recipes it just might lead to questions. Overall, though I am happy to add this book to my ever growing cookbook collection. ",0,1262131200.0,8782184,[],BrokenTeepee,4.0,"Dec 30, 2009",4335,464076,2009-12-30,2009,12,0.0,0.0,2.0
533,"God surprises us in dark places Euthanasia is logical, if comfort and control and a certain kind of 'dignity' form the defining paradigm of life.",0,1325808000.0,12126894,[],kijabi1,4.0,"Jan 6, 2012",55158,88629,2012-01-06,2012,1,0.0,0.0,2.0
534,"Having acquired the Index to the Oversoul and their wives, Volemak and his family begin their long journey to home of the Oversoul. And a long journey it is, with regular extended stops to accommodate pregnancies and births and the need to restock and refuel. Eventually, however, the party reaches their version of Eden where some of the old hurts can rest. But Nafai senses that something is wrong. The Oversoul is delaying too long. The group is ready to go, but the Oversoul either cannot or will not lead them to the Ships that will take them to Earth. So Nafai takes it upon himself to find the ships and kick group into the next phase of the journey.
As much as I appreciate seeing Nafai grow into the role of the leader, I don't believe that his reluctance is believable. He claims that all he wants in Ellemak's love and respect, but someone as perceptive as he is shown to be must, at some point, come to the realization that what he wants will not come. But he continues to subject himself to punishment and torture in the hopes that Ellemak will eventually stop hating him. And for his part, Ellemak seems to be smart enough to realize that he is well down the path of personifying pure evil. I cannot envision a person so consumed with a desire for power that he would allow himself to be corrupted by his own hatred. At some point, he's got to give it up and reconcile.
The one thing, though, that really caught my imagination was the recognition of the amount of time that it took for the Oversoul to breed the 16 people that started the journey. The entire population of the Harmony was evaluated and those that exhibited the desired traits were brought together by the Oversoul for the purpose of creating these 16. How long would that have taken? Thousands of years? Was the city of Basilica created as the creche for the Oversoul's breeding program? Was the culture of Basilica (year long marriages, female dominated society, center of arts and learning) constructed purely to facilitate this breeding program? What about the 'Holy Women'? Were *ALL* of them brought to Basilica the way Thirsty was; simply to take part in this very unnatural selection? Very interesting questions...
And, oh by the way... While I understand the need for the Starmaster's Cloak given Ellemak's escalation of violence, it still seems like a cop out... ",1,1283990400.0,28150,[],helver,5.0,"Sep 9, 2010",48073,257395,2010-09-09,2010,9,0.0,0.0,2.5
535,http://bloodyyank.blogspot.com/2008/08/book-review-big-chickens-fly-coop-by.html,0,1221350400.0,4628237,[],mosylu1,4.0,"Sep 14, 2008",63962,334416,2008-09-14,2008,9,0.0,0.0,2.0
536,"<b>The author</b>
Stieg Larsson (born August 15, 1954 in Skelleftehamn, Sweden as Karl Stig-Erland Larsson) was a Swedish journalist and writer who passed away in 2004. 
As a journalist and editor of the magazine Expo, Larsson was active in documenting and exposing Swedish extreme right and racist organizations. When he died at the age of 50, Larsson left three unpublished thrillers and unfinished manuscripts for more. The first three books (Mn som hatar kvinnor/The Girl With the Dragon Tattoo, Flickan Som Lekte Med Elden/The Girl Who Played With Fire, and Luftslottet som sprngdes/The Girl Who Kicked the Hornets' Nest) have since been printed as the Millenium series. These books are all bestsellers in Sweden and in several other countries, including the United States. 
<b>The synopsis</b>
Lisbeth Salanderthe heart of Larssons two previous novelslies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. Shes fighting for her life in more ways than one: if and when she recovers, shell be taken back to Stockholm to stand trial for three murders. With the help of her friend, journalist Mikael Blomkvist, she will not only have to prove her innocence, but also identify and denounce those in authority who have allowed the vulnerable, like herself, to suffer abuse and violence. And, on her own, she will plot revengeagainst the man who tried to kill her, and the corrupt government institutions that very nearly destroyed her life.
Once upon a time, she was a victim. Now Salander is fighting back. 
<b>The review</b>
This book is the third in the Millenium series and gives all the answers. There are some new players but most have been there trough all three books. Some characters still surprise you though. I feel this book is a worthy end to the trilogy it has Cluedo things innit and some of the action which makes it a intriguing read. If you are a crime novel reader and ignored these books cause you had the feeling they where not your style and you are emotionally able to deal with the sever abuse that sometimes pops up you should read these books. ",0,1368576000.0,3167566,[],Ciska_vander_Lans,4.0,"May 15, 2013",5798,274588,2013-05-15,2013,5,0.0,0.0,2.0
537,"Difficult to read(involves rape), but a very good story none-the less. ",0,1140998400.0,10525,[],sdtaylor555,2.5,"Feb 27, 2006",73348,20345,2006-02-27,2006,2,0.0,0.0,1.25
538,Slurp ,0,1280966400.0,8570516,[],SLHobbs,4.0,"Aug 5, 2010",22939,457360,2010-08-05,2010,8,0.0,0.0,2.0
539,"I couldn't put my finger on it while reading Twilight. Why was this so popular? We've already had Buffy and Angel, Harry and Hermione? A few pages into this novel I arrived at my aha moment. It takes the supernatural twist (if I have sex with you I will kill you) to achieve the same kind of frustrated passion that the teen romance novels of my youth (and even the great romance novels for all age groups) were based on. When all is permitted, nothing is really interesting, is it? When something is forbidden, the passion can truly build. It takes a metaphor now to convey what, before the era of birth control and mostly safe births was true: sex can kill a girl.",1,1265673600.0,2299193,[],robinamelia,4.0,"Feb 9, 2010",71343,231571,2010-02-09,2010,2,0.0,0.0,2.0
540,"Tarina lhtee kiinnostavasti, mutta ei ehk saa tarpeeksi irti aiheestaan. Henkilhahmot ovat kuitenkin kiinnostavia ja tarina on hyvin kerrottu.
Isoimman miinuksen antaisin taas pitkst kehittelyvaiheesta ja lopun nopeutetusta toiminnasta. Muuten kirja on ihan suosituksien arvoinen. ",0,1268697600.0,490639,[],Dei_Enigma,3.0,"Mar 16, 2010",7242,345102,2010-03-16,2010,3,0.0,0.0,1.5
541,"Kniha pat k tm, kter na m nejvce zapsobily, protoe mi dala prvotn impuls k hledn duchovn cesty. Pin svtlo a nadji proti pocitu przdnoty v ivot. I proto, e jde o tiv, lidsky a s citem napsan romn a ne njak stroh pojednn. Hlavn hrdina prochz od pohanstv ke kesansk ve pes mnoh pochybnosti a pestoe ns od nj dl 2000 let, i dnes asto tpeme a hledme stejn jako on. A na konci knihy meme bt stejn jako on lep a moudej, nebo se jen prost ctit lpe ... ",0,1275696000.0,8581806,[],Editavae,5.0,"Jun 5, 2010",8144,457874,2010-06-05,2010,6,0.0,0.0,2.5
542,"Francine Prose dazzles the reader with her finely honed satiric skills in My New American Life, in which she tells the story of Lulu, an Albanian immigrant who arrives in America during the second Bush-Cheny term. While in New York on a tourist visa, Lulu works illegally at a mojita bar where the wait staff takes bets on who will be the first to be deported. With her visa about to expire, Lulu lands a sinecure when she is hired as a companion for a high school senior whose father does not want him to be home alone in a New Jersey suburb. Both the father, a former academic now working on Wall Street, and son are depressed because the wife and mother has developed mental illness and runaway from the family. Lulu speaks English fluently and by playing a little loose with her family history convinces the father that she is refugee of the Balkan wars. He has his friend, a prominent immigration attorney, procure her a work visa. So life is going smoothly until three Albanian tough guys come to visit Lulu one day. This is a very funny book. After growing up under the most repressive Communist regime in the world, Lulus view of American culturefrom organic grocery stores to college admissionsis hilarious. Proses delicious mix of satire, well developed characters, and galloping narrative kept me turning the pages very late at night. Although the book addresses serious issues regarding immigration and government restrictions, it is never didactic. ",0,1303171200.0,10750221,[],Brennagh,3.5,"Apr 19, 2011",4178,28886,2011-04-19,2011,4,0.0,0.0,1.75
543,"Henrietta ODwyer Collins latest adventure takes place at an oceanfront hotel on the island of Bermuda, playground for the rich and famous. Shes not exactly overjoyed, however. At the request of her daughter Emily, Henrie O accompanies her young-adult grandchildren, Diana and Neal, to Bermuda for the wedding of their father  Henrie Os former son-in-law Lloyd Drake  to wealthy widow, Connor Bailey. Not everyone is overjoyed with the match-up. Connor Bailey is high-strung, high-maintenance, high-drama, a dark-haired beauty many men cant help falling for. Trouble seems to follow her.
The bride-to-be herself is not all that happy about being in Bermuda, either. Just a year earlier, Roddy Worrell, the owner with his wife of the Tower Ridge House where the wedding party is staying, died in a fall from the tower. Although Worrells death was ruled accidental, some people thought he was pushed, and that his flirtation with Connor Bailey precipitated it. At the time of Worrells death, many of the Bailey-Drake wedding guests were vacationing at the Tower Ridge House. Bermuda was where Lloyd and Connor fell in love and where Connors daughter Marlow met her now fiance, the handsome Aaron Reed. Ever the romantic, Lloyd wants to be married on Bermuda and he prevails.
Adding to the negative aura surrounding the impending wedding is a ghost  some believe Roddy Worrells ghost. Henrie O, a no-nonsense, seventyish, retired journalist, doesnt buy the ghost theory for a minute. In fact, she believes young waiter George Smith, who appears to be promoting the ghost story, is behind the eerie appearances and threats directed at Connor. She offers him money to make the ghost disappear, but suddenly he wants her to up the ante. Soon George is dead  murdered. Henrie O is convinced someone put George up to the ghost shenanigans and wants to find out who . and why.
Then a second murder at Tower Ridge House touches Henrie Os family even more directly and she steps up her efforts to find the murderer and protect them.
Carolyn Hart usually delivers a good story and this one wont let her readers down. I had read and enjoyed the first four Henrie O mysteries, but was a very disappointed in #5, Death on the River Walk, so disappointed I almost decided to give up on the series. When Resort to Murder came out in hardcover, however, I remembered how I had enjoyed the earlier books and decided to give Henrie O another chance. Im glad I did. 
The author set the stage very well  describing the characters and relationships early in the book. She revealed enough about Bermuda to make the setting interesting  but not so much that it read like a travel guide. Resort to Murder had plenty of suspects and enough clues to help readers solve the murders right along with Henrie O. Carolyn Hart is a solid writer who plays fair with readers.
Ive always had a soft spot for mysteries featuring older women  even before I was one. Dorothy Gilmans Mrs. Pollifax and Agatha Christies Miss Marple were among my early favorites. I believe Henrie O belongs in their company.
By Diana. First published in Mystery News. ",0,1153699200.0,174701,[],NewsieQ,4.0,"Jul 24, 2006",19691,197431,2006-07-24,2006,7,0.0,0.0,2.0
544,Idiotic characters make tedious attempts at humor. ,1,1226793600.0,11097771,[],Audacity88,1.0,"Nov 16, 2008",2537,43417,2008-11-16,2008,11,0.0,0.0,0.5
